,token,token_count,percent_dist,log_percent_dist
1405,organization,6,3.205984504408229e-05,-10.34790624410452
1409,Texas,18,9.617953513224687e-05,-9.24929395543641
1410,principally,2,1.0686615014694095e-05,-11.44651853277263
1417,West,10,5.343307507347048e-05,-9.83708062033853
1421,though,6,3.205984504408229e-05,-10.34790624410452
1422,originally,2,1.0686615014694095e-05,-11.44651853277263
1425,purchase,10,5.343307507347048e-05,-9.83708062033853
1426,from,126,0.000673256745925728,-7.303383806381097
1432,1819,4,2.137323002938819e-05,-10.753371352212685
1435,traded,2,1.0686615014694095e-05,-11.44651853277263
1436,off,6,3.205984504408229e-05,-10.34790624410452
1438,Spain,4,2.137323002938819e-05,-10.753371352212685
1442,treaty,10,5.343307507347048e-05,-9.83708062033853
1445,acquisition,12,6.411969008816458e-05,-9.654759063544574
1447,Florida,2,1.0686615014694095e-05,-11.44651853277263
1456,Mexico,48,0.0002564787603526583,-8.268464702424684
1459,revolutionized,4,2.137323002938819e-05,-10.753371352212685
1462,independent,4,2.137323002938819e-05,-10.753371352212685
1466,American,8,4.274646005877638e-05,-10.06022417165274
1467,citizens,8,4.274646005877638e-05,-10.06022417165274
1469,settling,2,1.0686615014694095e-05,-11.44651853277263
1470,rapidly,8,4.274646005877638e-05,-10.06022417165274
1477,southern,14,7.480630510285867e-05,-9.500608383717317
1482,Soon,2,1.0686615014694095e-05,-11.44651853277263
1497,adopting,2,1.0686615014694095e-05,-11.44651853277263
1504,strongly,2,1.0686615014694095e-05,-11.44651853277263
1505,resembling,2,1.0686615014694095e-05,-11.44651853277263
1507,constitutions,6,3.205984504408229e-05,-10.34790624410452
1513,By,12,6.411969008816458e-05,-9.654759063544574
1514,still,42,0.00022441891530857602,-8.401996095049206
1515,another,28,0.00014961261020571734,-8.807461203157372
1516,rapid,2,1.0686615014694095e-05,-11.44651853277263
1517,move,4,2.137323002938819e-05,-10.753371352212685
1521,claiming,4,2.137323002938819e-05,-10.753371352212685
1523,boundary,22,0.00011755276516163505,-9.04862325997426
1524,much,22,0.00011755276516163505,-9.04862325997426
1529,when,60,0.0003205984504408229,-8.045321151110475
1531,parted,2,1.0686615014694095e-05,-11.44651853277263
1538,brought,16,8.549292011755276e-05,-9.367076991092794
1542,United,12,6.411969008816458e-05,-9.654759063544574
1555,There,12,6.411969008816458e-05,-9.654759063544574
1561,settlement,14,7.480630510285867e-05,-9.500608383717317
1570,considerable,4,2.137323002938819e-05,-10.753371352212685
1571,portion,6,3.205984504408229e-05,-10.34790624410452
1574,lay,4,2.137323002938819e-05,-10.753371352212685
1584,resolutions,8,4.274646005877638e-05,-10.06022417165274
1585,admitting,2,1.0686615014694095e-05,-11.44651853277263
1595,expressly,8,4.274646005877638e-05,-10.06022417165274
1596,extended,10,5.343307507347048e-05,-9.83708062033853
1597,westward,4,2.137323002938819e-05,-10.753371352212685
1598,across,2,1.0686615014694095e-05,-11.44651853277263
1605,1845,4,2.137323002938819e-05,-10.753371352212685
1607,only,58,0.0003099118354261288,-8.079222702786156
1608,nine,2,1.0686615014694095e-05,-11.44651853277263
1623,respected,4,2.137323002938819e-05,-10.753371352212685
1624,down,10,5.343307507347048e-05,-9.83708062033853
1630,four,4,2.137323002938819e-05,-10.753371352212685
1635,1849,4,2.137323002938819e-05,-10.753371352212685
1639,Senator,16,8.549292011755276e-05,-9.367076991092794
1644,address,4,2.137323002938819e-05,-10.753371352212685
1648,following,2,1.0686615014694095e-05,-11.44651853277263
1651,relation,6,3.205984504408229e-05,-10.34790624410452
1654,:,10,5.343307507347048e-05,-9.83708062033853
1662,practical,6,3.205984504408229e-05,-10.34790624410452
1663,operation,2,1.0686615014694095e-05,-11.44651853277263
1667,quarter,4,2.137323002938819e-05,-10.753371352212685
1670,century,4,2.137323002938819e-05,-10.753371352212685
1674,received,6,3.205984504408229e-05,-10.34790624410452
1676,sanction,2,1.0686615014694095e-05,-11.44651853277263
1678,approbation,4,2.137323002938819e-05,-10.753371352212685
1686,section,4,2.137323002938819e-05,-10.753371352212685
1693,allayed,2,1.0686615014694095e-05,-11.44651853277263
1696,jealousies,2,1.0686615014694095e-05,-11.44651853277263
1698,irritations,2,1.0686615014694095e-05,-11.44651853277263
1699,growing,2,1.0686615014694095e-05,-11.44651853277263
1703,vexed,2,1.0686615014694095e-05,-11.44651853277263
1707,harmonized,2,1.0686615014694095e-05,-11.44651853277263
1709,tranquilized,2,1.0686615014694095e-05,-11.44651853277263
1711,whole,44,0.0002351055303232701,-8.355476079414315
1716,given,16,8.549292011755276e-05,-9.367076991092794
1718,Henry,2,1.0686615014694095e-05,-11.44651853277263
1719,Clay,14,7.480630510285867e-05,-9.500608383717317
1723,prominent,2,1.0686615014694095e-05,-11.44651853277263
1724,champion,4,2.137323002938819e-05,-10.753371352212685
1727,proud,2,1.0686615014694095e-05,-11.44651853277263
1728,sobriquet,2,1.0686615014694095e-05,-11.44651853277263
1732,Great,6,3.205984504408229e-05,-10.34790624410452
1733,Pacificator,2,1.0686615014694095e-05,-11.44651853277263
1738,title,2,1.0686615014694095e-05,-11.44651853277263
1742,service,2,1.0686615014694095e-05,-11.44651853277263
1745,political,12,6.411969008816458e-05,-9.654759063544574
1746,friends,16,8.549292011755276e-05,-9.367076991092794
1748,repeatedly,2,1.0686615014694095e-05,-11.44651853277263
1749,appealed,2,1.0686615014694095e-05,-11.44651853277263
1754,rally,2,1.0686615014694095e-05,-11.44651853277263
1757,standard,2,1.0686615014694095e-05,-11.44651853277263
1761,presidential,6,3.205984504408229e-05,-10.34790624410452
1762,candidate,2,1.0686615014694095e-05,-11.44651853277263
1769,exhibited,2,1.0686615014694095e-05,-11.44651853277263
1774,power,14,7.480630510285867e-05,-9.500608383717317
1776,suppress,4,2.137323002938819e-05,-10.753371352212685
1779,unholy,2,1.0686615014694095e-05,-11.44651853277263
1781,treasonable,2,1.0686615014694095e-05,-11.44651853277263
1785,preserve,4,2.137323002938819e-05,-10.753371352212685
1792,aware,6,3.205984504408229e-05,-10.34790624410452
1798,party,10,5.343307507347048e-05,-9.83708062033853
1808,urged,4,2.137323002938819e-05,-10.753371352212685
1811,objection,6,3.205984504408229e-05,-10.34790624410452
1827,On,10,5.343307507347048e-05,-9.83708062033853
1829,contrary,12,6.411969008816458e-05,-9.654759063544574
1832,effort,6,3.205984504408229e-05,-10.34790624410452
1837,opponents,6,3.205984504408229e-05,-10.34790624410452
1843,prove,6,3.205984504408229e-05,-10.34790624410452
1848,entitled,2,1.0686615014694095e-05,-11.44651853277263
1851,exclusive,4,2.137323002938819e-05,-10.753371352212685
1852,merit,2,1.0686615014694095e-05,-11.44651853277263
1856,patriotic,4,2.137323002938819e-05,-10.753371352212685
1857,measure,26,0.00013892599519102323,-8.881569175311093
1862,honor,2,1.0686615014694095e-05,-11.44651853277263
1864,equally,12,6.411969008816458e-05,-9.654759063544574
1865,due,4,2.137323002938819e-05,-10.753371352212685
1869,well,26,0.00013892599519102323,-8.881569175311093
1872,him,80,0.00042746460058776383,-7.757639078658693
1875,securing,2,1.0686615014694095e-05,-11.44651853277263
1877,adoption,14,7.480630510285867e-05,-9.500608383717317
1879,-that,14,7.480630510285867e-05,-9.500608383717317
1883,origin,8,4.274646005877638e-05,-10.06022417165274
1886,hearts,4,2.137323002938819e-05,-10.753371352212685
1893,desired,4,2.137323002938819e-05,-10.753371352212685
1897,perpetuate,2,1.0686615014694095e-05,-11.44651853277263
1899,blessings,2,1.0686615014694095e-05,-11.44651853277263
1902,glorious,2,1.0686615014694095e-05,-11.44651853277263
1905,-an,2,1.0686615014694095e-05,-11.44651853277263
1907,akin,2,1.0686615014694095e-05,-11.44651853277263
1921,spirit,24,0.00012823938017632916,-8.961611882984629
1923,fraternal,2,1.0686615014694095e-05,-11.44651853277263
1924,affection,2,1.0686615014694095e-05,-11.44651853277263
1927,calculated,2,1.0686615014694095e-05,-11.44651853277263
1929,remove,8,4.274646005877638e-05,-10.06022417165274
1930,forever,6,3.205984504408229e-05,-10.34790624410452
1934,danger,8,4.274646005877638e-05,-10.06022417165274
1937,seemed,6,3.205984504408229e-05,-10.34790624410452
1939,threaten,2,1.0686615014694095e-05,-11.44651853277263
1943,distant,6,3.205984504408229e-05,-10.34790624410452
1947,sever,2,1.0686615014694095e-05,-11.44651853277263
1949,social,4,2.137323002938819e-05,-10.753371352212685
1950,bond,2,1.0686615014694095e-05,-11.44651853277263
1952,union,2,1.0686615014694095e-05,-11.44651853277263
1954,All,6,3.205984504408229e-05,-10.34790624410452
1956,evidences,2,1.0686615014694095e-05,-11.44651853277263
1959,opinion,2,1.0686615014694095e-05,-11.44651853277263
1966,indicate,2,1.0686615014694095e-05,-11.44651853277263
1972,canonized,2,1.0686615014694095e-05,-11.44651853277263
1984,thing,38,0.0002030456852791878,-8.502079553606189
1987,ruthless,2,1.0686615014694095e-05,-11.44651853277263
1988,hand,6,3.205984504408229e-05,-10.34790624410452
1989,would,92,0.0004915842906759284,-7.617877136283535
1992,reckless,2,1.0686615014694095e-05,-11.44651853277263
1993,enough,22,0.00011755276516163505,-9.04862325997426
1995,disturb,2,1.0686615014694095e-05,-11.44651853277263
2001,read,6,3.205984504408229e-05,-10.34790624410452
2003,extract,2,1.0686615014694095e-05,-11.44651853277263
2005,involve,2,1.0686615014694095e-05,-11.44651853277263
2010,inconsistency,2,1.0686615014694095e-05,-11.44651853277263
2012,If,78,0.00041677798557306973,-7.7829568866429835
2019,wrong,28,0.00014961261020571734,-8.807461203157372
2027,change,10,5.343307507347048e-05,-9.83708062033853
2030,bring,10,5.343307507347048e-05,-9.83708062033853
2032,forward,4,2.137323002938819e-05,-10.753371352212685
2033,merely,8,4.274646005877638e-05,-10.06022417165274
2035,show,10,5.343307507347048e-05,-9.83708062033853
2037,high,6,3.205984504408229e-05,-10.34790624410452
2038,estimate,6,3.205984504408229e-05,-10.34790624410452
2039,placed,6,3.205984504408229e-05,-10.34790624410452
2050,late,2,1.0686615014694095e-05,-11.44651853277263
2054,1849.But,2,1.0686615014694095e-05,-11.44651853277263
2062,point,14,7.480630510285867e-05,-9.500608383717317
2064,time,28,0.00014961261020571734,-8.807461203157372
2067,war,12,6.411969008816458e-05,-9.654759063544574
2070,broke,2,1.0686615014694095e-05,-11.44651853277263
2073,1846,2,1.0686615014694095e-05,-11.44651853277263
2079,adjourning,2,1.0686615014694095e-05,-11.44651853277263
2081,session,4,2.137323002938819e-05,-10.753371352212685
2084,Polk,2,1.0686615014694095e-05,-11.44651853277263
2085,asked,10,5.343307507347048e-05,-9.83708062033853
2088,place,8,4.274646005877638e-05,-10.06022417165274
2089,two,26,0.00013892599519102323,-8.881569175311093
2092,dollars,8,4.274646005877638e-05,-10.06022417165274
2095,control,12,6.411969008816458e-05,-9.654759063544574
2099,used,4,2.137323002938819e-05,-10.753371352212685
2104,recess,2,1.0686615014694095e-05,-11.44651853277263
2107,found,12,6.411969008816458e-05,-9.654759063544574
2108,practicable,2,1.0686615014694095e-05,-11.44651853277263
2110,expedient,2,1.0686615014694095e-05,-11.44651853277263
2113,negociating,2,1.0686615014694095e-05,-11.44651853277263
2117,peace,18,9.617953513224687e-05,-9.24929395543641
2122,acquiring,4,2.137323002938819e-05,-10.753371352212685
2129,A,12,6.411969008816458e-05,-9.654759063544574
2130,bill,74,0.0003954047555436815,-7.835600620128405
2132,duly,2,1.0686615014694095e-05,-11.44651853277263
2133,got,28,0.00014961261020571734,-8.807461203157372
2138,purpose,8,4.274646005877638e-05,-10.06022417165274
2142,progressing,2,1.0686615014694095e-05,-11.44651853277263
2143,swimmingly,2,1.0686615014694095e-05,-11.44651853277263
2153,member,6,3.205984504408229e-05,-10.34790624410452
2156,name,4,2.137323002938819e-05,-10.753371352212685
2158,David,2,1.0686615014694095e-05,-11.44651853277263
2159,Wilmot,18,9.617953513224687e-05,-9.24929395543641
2162,democrat,2,1.0686615014694095e-05,-11.44651853277263
2164,Pennsylvania,4,2.137323002938819e-05,-10.753371352212685
2166,moved,4,2.137323002938819e-05,-10.753371352212685
2169,amendment,2,1.0686615014694095e-05,-11.44651853277263
2171,Provided,2,1.0686615014694095e-05,-11.44651853277263
2177,acquired,8,4.274646005877638e-05,-10.06022417165274
2180,shall,86,0.0004595244456318461,-7.685318417079067
2192,far-famed,2,1.0686615014694095e-05,-11.44651853277263
2195,Proviso,20,0.00010686615014694096,-9.143933439778584
2199,created,8,4.274646005877638e-05,-10.06022417165274
2202,flutter,2,1.0686615014694095e-05,-11.44651853277263
2206,stuck,4,2.137323002938819e-05,-10.753371352212685
2208,wax,2,1.0686615014694095e-05,-11.44651853277263
2211,voted,16,8.549292011755276e-05,-9.367076991092794
2229,however,18,9.617953513224687e-05,-9.24929395543641
2231,adjourned,4,2.137323002938819e-05,-10.753371352212685
2233,final,6,3.205984504408229e-05,-10.34790624410452
2234,action,12,6.411969008816458e-05,-9.654759063544574
2240,appropriation,4,2.137323002938819e-05,-10.753371352212685
2242,proviso,4,2.137323002938819e-05,-10.753371352212685
2244,lost,2,1.0686615014694095e-05,-11.44651853277263
2257,next,10,5.343307507347048e-05,-9.83708062033853
2261,president,2,1.0686615014694095e-05,-11.44651853277263
2262,renewed,4,2.137323002938819e-05,-10.753371352212685
2264,request,2,1.0686615014694095e-05,-11.44651853277263
2269,enlarging,2,1.0686615014694095e-05,-11.44651853277263
2271,amount,4,2.137323002938819e-05,-10.753371352212685
2277,three,6,3.205984504408229e-05,-10.34790624410452
2278,million,4,2.137323002938819e-05,-10.753371352212685
2280,Again,10,5.343307507347048e-05,-9.83708062033853
2286,defeated,4,2.137323002938819e-05,-10.753371352212685
2297,went,4,2.137323002938819e-05,-10.753371352212685
2301,Dec.,4,2.137323002938819e-05,-10.753371352212685
2303,1847,2,1.0686615014694095e-05,-11.44651853277263
2308,assembled,2,1.0686615014694095e-05,-11.44651853277263
2314,lower,4,2.137323002938819e-05,-10.753371352212685
2317,term,4,2.137323002938819e-05,-10.753371352212685
2326,principle,96,0.0005129575207053166,-7.575317521864739
2331,constantly,4,2.137323002938819e-05,-10.753371352212685
2332,coming,6,3.205984504408229e-05,-10.34790624410452
2336,shape,4,2.137323002938819e-05,-10.753371352212685
2345,venture,4,2.137323002938819e-05,-10.753371352212685
2354,forty,6,3.205984504408229e-05,-10.34790624410452
2355,times,14,7.480630510285867e-05,-9.500608383717317
2357,during,3,1.6029922522041144e-05,-11.041053424664465
2373,check,2,1.0686615014694095e-05,-11.44651853277263
2383,spring,2,1.0686615014694095e-05,-11.44651853277263
2398,obtained,2,1.0686615014694095e-05,-11.44651853277263
2406,constitutes,2,1.0686615014694095e-05,-11.44651853277263
2413,Utah,30,0.00016029922522041144,-8.73846833167042
2420,California,12,6.411969008816458e-05,-9.654759063544574
2433,far,26,0.00013892599519102323,-8.881569175311093
2449,Its,2,1.0686615014694095e-05,-11.44651853277263
2455,determined,6,3.205984504408229e-05,-10.34790624410452
2459,way,18,9.617953513224687e-05,-9.24929395543641
2461,restrain,2,1.0686615014694095e-05,-11.44651853277263
2464,getting,6,3.205984504408229e-05,-10.34790624410452
2478,old,32,0.00017098584023510552,-8.673929810532849
2485,west,14,7.480630510285867e-05,-9.500608383717317
2488,Pacific,2,1.0686615014694095e-05,-11.44651853277263
2489,ocean,2,1.0686615014694095e-05,-11.44651853277263
2491,-and,6,3.205984504408229e-05,-10.34790624410452
2494,situated,2,1.0686615014694095e-05,-11.44651853277263
2503,straight,2,1.0686615014694095e-05,-11.44651853277263
2511,divided,4,2.137323002938819e-05,-10.753371352212685
2517,leaving,2,1.0686615014694095e-05,-11.44651853277263
2529,',6,3.205984504408229e-05,-10.34790624410452
2530,motion,4,2.137323002938819e-05,-10.753371352212685
2545,extend,16,8.549292011755276e-05,-9.367076991092794
2557,including,4,2.137323002938819e-05,-10.753371352212685
2564,because,49,0.00026182206786000536,-8.24784541522195
2566,implication,8,4.274646005877638e-05,-10.06022417165274
2569,gave,10,5.343307507347048e-05,-9.83708062033853
2572,Southern,8,4.274646005877638e-05,-10.06022417165274
2577,while,25,0.0001335826876836762,-8.920789888464375
2580,bent,4,2.137323002938819e-05,-10.753371352212685
2582,having,16,8.549292011755276e-05,-9.367076991092794
2589,fall,2,1.0686615014694095e-05,-11.44651853277263
2593,gold,2,1.0686615014694095e-05,-11.44651853277263
2594,mines,2,1.0686615014694095e-05,-11.44651853277263
2596,discovered,2,1.0686615014694095e-05,-11.44651853277263
2601,attracted,2,1.0686615014694095e-05,-11.44651853277263
2606,unprecedented,2,1.0686615014694095e-05,-11.44651853277263
2607,rapidity,2,1.0686615014694095e-05,-11.44651853277263
2614,soon,4,2.137323002938819e-05,-10.753371352212685
2615,after,16,8.549292011755276e-05,-9.367076991092794
2618,meeting,2,1.0686615014694095e-05,-11.44651853277263
2628,she,8,4.274646005877638e-05,-10.06022417165274
2632,population,8,4.274646005877638e-05,-10.06022417165274
2634,nearly,14,7.480630510285867e-05,-9.500608383717317
2636,hundred,14,7.480630510285867e-05,-9.500608383717317
2637,thousand,10,5.343307507347048e-05,-9.83708062033853
2642,convention,4,2.137323002938819e-05,-10.753371352212685
2654,knocking,2,1.0686615014694095e-05,-11.44651853277263
2656,admission,8,4.274646005877638e-05,-10.06022417165274
2666,course,14,7.480630510285867e-05,-9.500608383717317
2669,letting,6,3.205984504408229e-05,-10.34790624410452
2677,always,6,3.205984504408229e-05,-10.34790624410452
2678,true,20,0.00010686615014694096,-9.143933439778584
2682,side,16,8.549292011755276e-05,-9.367076991092794
2685,consent,16,8.549292011755276e-05,-9.367076991092794
2693,stood,2,1.0686615014694095e-05,-11.44651853277263
2695,kept,8,4.274646005877638e-05,-10.06022417165274
2705,let,21,0.00011220945765428801,-9.095143275609152
2709,borders,2,1.0686615014694095e-05,-11.44651853277263
2711,Under,2,1.0686615014694095e-05,-11.44651853277263
2714,circumstances,4,2.137323002938819e-05,-10.753371352212685
2726,dispute,2,1.0686615014694095e-05,-11.44651853277263
2738,needed,8,4.274646005877638e-05,-10.06022417165274
2739,adjustment,4,2.137323002938819e-05,-10.753371352212685
2743,clamored,4,2.137323002938819e-05,-10.753371352212685
2746,more,52,0.00027785199038204647,-8.188421994751147
2747,efficient,2,1.0686615014694095e-05,-11.44651853277263
2748,fugitive,10,5.343307507347048e-05,-9.83708062033853
2757,abolition,6,3.205984504408229e-05,-10.34790624410452
2760,peculiar,8,4.274646005877638e-05,-10.06022417165274
2761,species,2,1.0686615014694095e-05,-11.44651853277263
2764,trade,28,0.00014961261020571734,-8.807461203157372
2767,District,20,0.00010686615014694096,-9.143933439778584
2769,Columbia,14,7.480630510285867e-05,-9.500608383717317
2772,connection,16,8.549292011755276e-05,-9.367076991092794
2780,windows,2,1.0686615014694095e-05,-11.44651853277263
2783,capitol,2,1.0686615014694095e-05,-11.44651853277263
2788,negro-livery,2,1.0686615014694095e-05,-11.44651853277263
2789,stable,2,1.0686615014694095e-05,-11.44651853277263
2792,droves,4,2.137323002938819e-05,-10.753371352212685
2794,negroes,28,0.00014961261020571734,-8.807461203157372
2796,collected,2,1.0686615014694095e-05,-11.44651853277263
2798,temporarily,2,1.0686615014694095e-05,-11.44651853277263
2802,finally,8,4.274646005877638e-05,-10.06022417165274
2803,taken,6,3.205984504408229e-05,-10.34790624410452
2806,markets,2,1.0686615014694095e-05,-11.44651853277263
2808,precisely,18,9.617953513224687e-05,-9.24929395543641
2812,horses,6,3.205984504408229e-05,-10.34790624410452
2816,openly,2,1.0686615014694095e-05,-11.44651853277263
2817,maintained,6,3.205984504408229e-05,-10.34790624410452
2819,fifty,4,2.137323002938819e-05,-10.753371352212685
2828,governments,6,3.205984504408229e-05,-10.34790624410452
2831,whether,40,0.00021373230029388192,-8.450786259218638
2838,prohibited,10,5.343307507347048e-05,-9.83708062033853
2847,indefinite,6,3.205984504408229e-05,-10.34790624410452
2848,Western,2,1.0686615014694095e-05,-11.44651853277263
2855,settled,8,4.274646005877638e-05,-10.06022417165274
2865,consequently,6,3.205984504408229e-05,-10.34790624410452
2867,farther,10,5.343307507347048e-05,-9.83708062033853
2872,could,61,0.00032594175794816994,-8.028791849159264
2873,push,2,1.0686615014694095e-05,-11.44651853277263
2882,secured,4,2.137323002938819e-05,-10.753371352212685
2887,East,2,1.0686615014694095e-05,-11.44651853277263
2892,thrust,6,3.205984504408229e-05,-10.34790624410452
2907,just,36,0.00019235907026449373,-8.556146774876465
2909,clearly,4,2.137323002938819e-05,-10.753371352212685
2933,wisely,2,1.0686615014694095e-05,-11.44651853277263
2935,make,42,0.00022441891530857602,-8.401996095049206
2937,help,8,4.274646005877638e-05,-10.06022417165274
2939,adjust,4,2.137323002938819e-05,-10.753371352212685
2960,devotion,2,1.0686615014694095e-05,-11.44651853277263
2964,rightfully,2,1.0686615014694095e-05,-11.44651853277263
2965,inclined,6,3.205984504408229e-05,-10.34790624410452
2968,yield,6,3.205984504408229e-05,-10.34790624410452
2969,somewhat,6,3.205984504408229e-05,-10.34790624410452
2975,else,2,1.0686615014694095e-05,-11.44651853277263
2986,effected,2,1.0686615014694095e-05,-11.44651853277263
2993,fugitive-slave,2,1.0686615014694095e-05,-11.44651853277263
3046,choose,10,5.343307507347048e-05,-9.83708062033853
3053,slave-trade,4,2.137323002938819e-05,-10.753371352212685
3054,abolished,6,3.205984504408229e-05,-10.34790624410452
3065,western,10,5.343307507347048e-05,-9.83708062033853
3070,thence,2,1.0686615014694095e-05,-11.44651853277263
3073,eastward,2,1.0686615014694095e-05,-11.44651853277263
3082,turn,14,7.480630510285867e-05,-9.500608383717317
3087,ten,12,6.411969008816458e-05,-9.654759063544574
3095,pay,4,2.137323002938819e-05,-10.753371352212685
3098,debts,2,1.0686615014694095e-05,-11.44651853277263
3105,1850.Preceding,2,1.0686615014694095e-05,-11.44651853277263
3107,Presidential,2,1.0686615014694095e-05,-11.44651853277263
3108,election,2,1.0686615014694095e-05,-11.44651853277263
3110,1852,4,2.137323002938819e-05,-10.753371352212685
3112,each,31,0.00016564253272775847,-8.705678508847429
3119,democrats,2,1.0686615014694095e-05,-11.44651853277263
3121,whigs,6,3.205984504408229e-05,-10.34790624410452
3123,met,2,1.0686615014694095e-05,-11.44651853277263
3128,adopted,8,4.274646005877638e-05,-10.06022417165274
3130,endorsing,2,1.0686615014694095e-05,-11.44651853277263
3134,'50,16,8.549292011755276e-05,-9.367076991092794
3139,finality,2,1.0686615014694095e-05,-11.44651853277263
3161,Previous,2,1.0686615014694095e-05,-11.44651853277263
3166,1851,4,2.137323002938819e-05,-10.753371352212685
3172,indorsed,2,1.0686615014694095e-05,-11.44651853277263
3175,During,6,3.205984504408229e-05,-10.34790624410452
3177,long,24,0.00012823938017632916,-8.961611882984629
3178,period,2,1.0686615014694095e-05,-11.44651853277263
3183,remained,4,2.137323002938819e-05,-10.753371352212685
3185,substantially,6,3.205984504408229e-05,-10.34790624410452
3187,uninhabited,4,2.137323002938819e-05,-10.753371352212685
3192,emigration,4,2.137323002938819e-05,-10.753371352212685
3208,third,2,1.0686615014694095e-05,-11.44651853277263
3210,large,8,4.274646005877638e-05,-10.06022417165274
3219,importance,2,1.0686615014694095e-05,-11.44651853277263
3222,overlooked,2,1.0686615014694095e-05,-11.44651853277263
3224,begins,2,1.0686615014694095e-05,-11.44651853277263
3244,fact,38,0.0002030456852791878,-8.502079553606189
3261,1853,6,3.205984504408229e-05,-10.34790624410452
3281,hands,12,6.411969008816458e-05,-9.654759063544574
3286,failed,4,2.137323002938819e-05,-10.753371352212685
3288,passing,6,3.205984504408229e-05,-10.34790624410452
3293,want,4,2.137323002938819e-05,-10.753371352212685
3299,contained,10,5.343307507347048e-05,-9.83708062033853
3312,assailed,4,2.137323002938819e-05,-10.753371352212685
3317,contain,4,2.137323002938819e-05,-10.753371352212685
3323,defended,2,1.0686615014694095e-05,-11.44651853277263
3327,existing,16,8.549292011755276e-05,-9.367076991092794
3328,form,8,4.274646005877638e-05,-10.06022417165274
3331,January,2,1.0686615014694095e-05,-11.44651853277263
3332,4th,2,1.0686615014694095e-05,-11.44651853277263
3334,1854,4,2.137323002938819e-05,-10.753371352212685
3338,introduces,2,1.0686615014694095e-05,-11.44651853277263
3349,accompanies,2,1.0686615014694095e-05,-11.44651853277263
3354,report,4,2.137323002938819e-05,-10.753371352212685
3362,recommends,2,1.0686615014694095e-05,-11.44651853277263
3368,neither,8,4.274646005877638e-05,-10.06022417165274
3370,affirmed,2,1.0686615014694095e-05,-11.44651853277263
3371,nor,8,4.274646005877638e-05,-10.06022417165274
3372,repealed,6,3.205984504408229e-05,-10.34790624410452
3374,Before,4,2.137323002938819e-05,-10.753371352212685
3380,modified,2,1.0686615014694095e-05,-11.44651853277263
3386,instead,2,1.0686615014694095e-05,-11.44651853277263
3390,calling,2,1.0686615014694095e-05,-11.44651853277263
3396,Also,4,2.137323002938819e-05,-10.753371352212685
3400,month,2,1.0686615014694095e-05,-11.44651853277263
3403,introduction,10,5.343307507347048e-05,-9.83708062033853
3410,judge,8,4.274646005877638e-05,-10.06022417165274
3411,'s,30,0.00016029922522041144,-8.73846833167042
3418,amended,2,1.0686615014694095e-05,-11.44651853277263
3421,declare,2,1.0686615014694095e-05,-11.44651853277263
3425,inoperative,2,1.0686615014694095e-05,-11.44651853277263
3427,void,2,1.0686615014694095e-05,-11.44651853277263
3435,People,2,1.0686615014694095e-05,-11.44651853277263
3437,go,59,0.00031525514293347584,-8.062128269426855
3439,settle,4,2.137323002938819e-05,-10.753371352212685
3442,establish,9,4.808976756612343e-05,-9.942441135996356
3446,exclude,8,4.274646005877638e-05,-10.06022417165274
3452,see,14,7.480630510285867e-05,-9.500608383717317
3453,fit,6,3.205984504408229e-05,-10.34790624410452
3462,branches,4,2.137323002938819e-05,-10.753371352212685
3481,foregoing,2,1.0686615014694095e-05,-11.44651853277263
3487,accurate,2,1.0686615014694095e-05,-11.44651853277263
3490,particular,10,5.343307507347048e-05,-9.83708062033853
3495,sure,4,2.137323002938819e-05,-10.753371352212685
3498,sufficiently,2,1.0686615014694095e-05,-11.44651853277263
3504,uses,2,1.0686615014694095e-05,-11.44651853277263
3507,attempt,6,3.205984504408229e-05,-10.34790624410452
3524,material,2,1.0686615014694095e-05,-11.44651853277263
3525,enabling,2,1.0686615014694095e-05,-11.44651853277263
3528,correctly,2,1.0686615014694095e-05,-11.44651853277263
3547,try,6,3.205984504408229e-05,-10.34790624410452
3559,direct,6,3.205984504408229e-05,-10.34790624410452
3560,effect,10,5.343307507347048e-05,-9.83708062033853
3573,prospective,8,4.274646005877638e-05,-10.06022417165274
3576,allowing,8,4.274646005877638e-05,-10.06022417165274
3579,spread,4,2.137323002938819e-05,-10.753371352212685
3586,wide,4,2.137323002938819e-05,-10.753371352212685
3587,world,20,0.00010686615014694096,-9.143933439778584
3600,declared,8,4.274646005877638e-05,-10.06022417165274
3601,indifference,4,2.137323002938819e-05,-10.753371352212685
3609,covert,4,2.137323002938819e-05,-10.753371352212685
3610,real,8,4.274646005877638e-05,-10.06022417165274
3611,zeal,2,1.0686615014694095e-05,-11.44651853277263
3622,hate,8,4.274646005877638e-05,-10.06022417165274
3630,monstrous,2,1.0686615014694095e-05,-11.44651853277263
3631,injustice,2,1.0686615014694095e-05,-11.44651853277263
3634,itself,12,6.411969008816458e-05,-9.654759063544574
3641,deprives,2,1.0686615014694095e-05,-11.44651853277263
3643,republican,4,2.137323002938819e-05,-10.753371352212685
3644,example,4,2.137323002938819e-05,-10.753371352212685
3648,influence,4,2.137323002938819e-05,-10.753371352212685
3653,-enables,1,5.3433075073470476e-06,-12.139665713332574
3655,enemies,6,3.205984504408229e-05,-10.34790624410452
3658,institutions,4,2.137323002938819e-05,-10.753371352212685
3661,plausibility,2,1.0686615014694095e-05,-11.44651853277263
3664,taunt,6,3.205984504408229e-05,-10.34790624410452
